timestamp,age,gender,country,state,self_employed,family_history,treatment,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical,obs_consequence
2014-08-29 03:02:16,30,male,united states,wa,no,yes,no,never,more than 1000,no,no,maybe,no,no,maybe,maybe,don't know,yes,maybe,no,no,no,no,no,no
2014-08-29 03:02:45,34,male,netherlands,unknown,yes,yes,yes,rarely,1-5,yes,yes,yes,yes,yes,yes,yes,very easy,no,no,yes,some of them,no,maybe,yes,no
2014-08-29 03:08:25,26,male,united states,ca,no,no,yes,rarely,more than 1000,no,yes,yes,not sure,maybe,maybe,maybe,don't know,no,no,some of them,some of them,no,maybe,no,no
2014-08-29 04:39:23,33,male,united kingdom,unknown,no,no,no,don't know,more than 1000,no,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-29 04:53:12,32,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,maybe,very easy,no,no,no,yes,no,maybe,no,no
2014-08-29 05:15:30,25,male,germany,unknown,yes,no,no,sometimes,6-25,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,some of them,yes,yes,yes,yes,no
2014-08-29 05:24:07,35,male,germany,unknown,yes,no,yes,sometimes,26-100,yes,no,maybe,no,no,no,maybe,somewhat difficult,yes,maybe,yes,no,no,maybe,maybe,no
2014-08-29 05:39:21,24,male,united kingdom,unknown,yes,yes,no,often,1-5,yes,yes,maybe,not sure,no,no,maybe,don't know,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-29 05:47:19,55,male,united kingdom,unknown,no,no,yes,often,more than 1000,no,no,yes,yes,yes,yes,maybe,somewhat easy,yes,maybe,no,some of them,no,maybe,no,yes
2014-08-29 05:54:26,33,male,united kingdom,unknown,yes,yes,yes,sometimes,1-5,yes,yes,no,yes,no,no,no,very difficult,yes,maybe,some of them,some of them,no,maybe,no,yes
2014-08-29 05:57:48,26,female,united kingdom,unknown,yes,yes,yes,sometimes,1-5,yes,yes,no,no,no,no,maybe,very easy,maybe,no,some of them,yes,no,maybe,yes,no
2014-08-29 06:06:46,25,male,united kingdom,unknown,no,no,no,never,6-25,yes,yes,maybe,not sure,maybe,maybe,maybe,very easy,no,no,yes,yes,no,no,maybe,no
2014-08-29 06:37:49,45,male,united kingdom,unknown,no,yes,no,rarely,100-500,no,no,maybe,no,no,no,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 06:42:57,33,female,united kingdom,unknown,yes,no,yes,sometimes,1-5,yes,yes,no,yes,yes,yes,yes,very easy,no,no,some of them,yes,no,no,maybe,no
2014-08-29 07:12:43,43,male,united states,mi,no,no,no,sometimes,more than 1000,yes,yes,no,not sure,no,no,maybe,very difficult,yes,maybe,no,no,no,maybe,no,yes
2014-08-29 07:21:30,30,male,united kingdom,unknown,yes,no,yes,sometimes,6-25,no,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,no,yes,yes
2014-08-29 07:28:17,40,male,united states,in,no,yes,yes,rarely,6-25,no,yes,maybe,not sure,no,maybe,maybe,don't know,no,no,yes,yes,no,maybe,maybe,no
2014-08-29 07:51:42,49,male,united states,ga,no,yes,no,never,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,no,no,yes,yes,no,no,yes,no
2014-08-29 08:26:36,29,male,germany,unknown,no,no,no,don't know,6-25,no,yes,maybe,not sure,no,no,maybe,somewhat easy,no,no,some of them,yes,maybe,yes,maybe,no
2014-08-29 08:36:24,26,male,germany,unknown,no,no,no,don't know,500-1000,no,yes,maybe,no,maybe,maybe,maybe,don't know,no,no,some of them,some of them,maybe,maybe,maybe,no
2014-08-29 08:46:31,38,male,united states,wa,no,no,no,never,more than 1000,no,yes,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,no,yes
2014-08-29 08:53:19,27,male,france,unknown,no,yes,no,don't know,500-1000,no,no,yes,yes,maybe,no,yes,somewhat easy,maybe,maybe,no,some of them,no,maybe,maybe,yes
2014-08-29 08:54:23,26,male,belgium,unknown,no,no,no,never,6-25,no,yes,yes,no,no,no,no,somewhat easy,maybe,no,no,no,no,no,maybe,no
2014-08-29 08:57:14,28,male,united kingdom,unknown,no,yes,yes,often,26-100,no,yes,no,no,no,no,maybe,somewhat easy,maybe,maybe,yes,yes,no,no,no,no
2014-08-29 08:57:42,40,male,united states,me,no,yes,yes,sometimes,1-5,yes,yes,no,no,no,no,maybe,don't know,maybe,maybe,some of them,yes,no,maybe,no,no
2014-08-29 08:59:08,37,female,canada,unknown,yes,yes,yes,rarely,1-5,yes,yes,no,yes,no,no,yes,somewhat easy,yes,maybe,some of them,some of them,maybe,maybe,maybe,yes
2014-08-29 08:59:40,34,female,united kingdom,unknown,no,yes,yes,often,26-100,yes,no,yes,yes,no,yes,no,somewhat easy,yes,yes,some of them,no,no,no,maybe,no
2014-08-29 09:01:01,28,male,united states,ny,no,yes,yes,often,100-500,no,yes,maybe,not sure,no,maybe,maybe,don't know,maybe,no,some of them,some of them,no,yes,maybe,no
2014-08-29 09:01:45,27,male,canada,unknown,no,no,no,never,26-100,no,yes,yes,not sure,yes,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-29 09:02:04,29,male,united kingdom,unknown,no,no,yes,sometimes,6-25,yes,yes,no,no,no,no,maybe,very easy,no,no,yes,yes,no,yes,yes,no
2014-08-29 09:02:56,39,female,united kingdom,unknown,no,yes,no,rarely,500-1000,yes,yes,maybe,not sure,no,no,maybe,somewhat difficult,yes,yes,no,no,no,no,no,yes
2014-08-29 09:03:50,28,male,united kingdom,unknown,no,no,no,often,6-25,no,yes,no,no,no,no,no,somewhat difficult,yes,no,no,no,no,yes,yes,no
2014-08-29 09:10:08,23,male,united states,pa,no,yes,no,sometimes,26-100,no,yes,yes,not sure,yes,yes,yes,somewhat easy,no,no,no,no,no,maybe,maybe,no
2014-08-29 09:10:58,8,other,"bahamas, the",il,yes,yes,yes,often,1-5,yes,yes,yes,yes,yes,yes,yes,very easy,yes,yes,yes,yes,yes,yes,yes,yes
2014-08-29 09:12:16,38,male,united kingdom,unknown,no,no,no,don't know,1-5,yes,yes,no,no,no,no,yes,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-29 09:13:43,19,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,yes,no,no,yes,maybe,very easy,no,no,yes,yes,no,no,yes,no
2014-08-29 09:14:45,30,female,united states,il,no,yes,yes,sometimes,26-100,no,yes,yes,yes,yes,maybe,yes,very easy,no,no,some of them,no,no,no,yes,no
2014-08-29 09:15:05,28,male,united kingdom,unknown,yes,no,no,don't know,1-5,yes,yes,no,yes,no,no,yes,very easy,maybe,maybe,no,no,no,no,yes,no
2014-08-29 09:15:52,20,male,india,unknown,no,no,yes,sometimes,26-100,no,yes,maybe,no,no,no,maybe,don't know,yes,no,no,no,no,maybe,yes,no
2014-08-29 09:19:25,35,male,united kingdom,unknown,yes,no,no,sometimes,1-5,no,yes,maybe,not sure,no,maybe,maybe,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-29 09:24:34,39,male,united states,mn,no,no,yes,rarely,100-500,yes,yes,yes,yes,no,no,yes,very easy,maybe,no,some of them,yes,no,no,maybe,no
2014-08-29 09:23:22,31,female,united states,tx,no,yes,no,never,more than 1000,no,no,yes,not sure,no,maybe,maybe,don't know,yes,yes,no,no,no,no,maybe,no
2014-08-29 09:23:44,32,male,united kingdom,unknown,no,no,no,rarely,500-1000,no,yes,no,no,no,no,maybe,don't know,yes,no,no,no,no,no,maybe,no
2014-08-29 09:27:12,27,male,sweden,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,no,no,no,no,no,no,maybe,no
2014-08-29 09:29:37,25,male,united states,pa,no,yes,yes,often,6-25,yes,yes,yes,yes,no,maybe,yes,somewhat easy,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-29 09:31:37,42,male,united states,in,no,yes,yes,sometimes,6-25,yes,yes,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,yes,no,maybe,maybe,no
2014-08-29 09:31:49,34,male,united states,pa,no,yes,yes,often,100-500,no,yes,yes,yes,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,maybe,no
2014-08-29 09:33:43,26,female,united states,oh,no,no,yes,sometimes,26-100,yes,yes,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,no,maybe,maybe,maybe,yes
2014-08-29 09:35:46,35,male,united kingdom,unknown,no,yes,yes,sometimes,1-5,no,yes,no,yes,no,no,yes,very easy,yes,yes,some of them,some of them,no,maybe,yes,yes
2014-08-29 09:36:04,34,male,united kingdom,unknown,no,no,no,never,500-1000,no,yes,maybe,no,no,maybe,maybe,very easy,maybe,no,yes,yes,no,no,yes,no
2014-08-29 09:36:46,38,male,united states,pa,no,yes,yes,sometimes,100-500,yes,no,yes,yes,no,yes,yes,very easy,no,no,yes,yes,yes,yes,maybe,no
2014-08-29 09:40:13,34,male,united states,sd,no,no,no,sometimes,100-500,no,yes,maybe,no,no,no,maybe,don't know,yes,no,some of them,no,no,maybe,maybe,no
2014-08-29 09:42:23,39,male,united states,in,no,yes,yes,sometimes,6-25,yes,yes,no,yes,no,no,yes,somewhat easy,no,no,some of them,yes,maybe,yes,yes,no
2014-08-29 09:46:56,44,female,united states,ca,no,no,no,don't know,100-500,no,yes,maybe,not sure,no,no,maybe,don't know,yes,no,no,no,no,no,maybe,no
2014-08-29 09:47:10,40,male,united states,tn,no,no,no,don't know,more than 1000,no,no,yes,yes,yes,yes,yes,don't know,maybe,no,no,yes,no,no,maybe,no
2014-08-29 09:47:30,33,female,united states,tx,yes,no,no,never,1-5,yes,yes,no,yes,maybe,maybe,yes,somewhat easy,maybe,no,no,some of them,no,no,yes,no
2014-08-29 09:51:35,24,female,united states,tn,no,yes,no,sometimes,more than 1000,no,no,yes,yes,no,maybe,maybe,somewhat difficult,yes,maybe,some of them,some of them,no,no,no,yes
2014-08-29 09:53:38,38,female,united states,or,no,yes,no,sometimes,26-100,yes,yes,maybe,not sure,maybe,maybe,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-29 09:53:50,31,male,united states,sd,no,no,no,sometimes,more than 1000,no,yes,yes,not sure,yes,yes,yes,don't know,yes,maybe,some of them,some of them,no,maybe,yes,no
2014-08-29 09:54:01,23,male,israel,unknown,no,no,no,don't know,100-500,no,yes,maybe,not sure,no,no,yes,very easy,maybe,no,some of them,yes,maybe,yes,maybe,no
2014-08-29 09:54:11,26,female,united states,ny,no,no,no,don't know,6-25,no,yes,maybe,not sure,no,no,maybe,somewhat easy,no,no,yes,yes,no,maybe,yes,no
2014-08-29 09:58:55,46,other,united states,ct,no,no,yes,often,more than 1000,no,no,yes,yes,yes,yes,maybe,don't know,yes,no,some of them,some of them,no,no,no,yes
2014-08-29 09:59:39,30,male,united states,ca,no,yes,yes,sometimes,26-100,yes,yes,yes,no,no,no,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 10:03:24,25,male,united states,unknown,no,no,no,rarely,26-100,yes,yes,maybe,no,no,no,maybe,somewhat easy,yes,no,some of them,some of them,no,yes,maybe,yes
2014-08-29 10:05:57,19,male,canada,unknown,no,no,no,never,26-100,yes,yes,maybe,no,no,no,maybe,somewhat easy,no,no,some of them,some of them,no,maybe,no,no
2014-08-29 10:06:29,30,female,united states,ga,no,yes,yes,sometimes,500-1000,no,no,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,some of them,some of them,no,no,no,yes
2014-08-29 10:12:10,32,male,united states,tn,no,no,no,never,6-25,no,yes,yes,yes,yes,yes,maybe,somewhat easy,no,no,yes,yes,no,maybe,yes,no
2014-08-29 10:13:39,32,male,united kingdom,unknown,no,no,no,don't know,6-25,no,yes,no,no,no,no,maybe,don't know,maybe,maybe,no,no,no,maybe,maybe,no
2014-08-29 10:13:43,37,male,united states,in,no,yes,no,sometimes,26-100,yes,yes,maybe,no,no,no,maybe,somewhat easy,maybe,no,some of them,some of them,no,maybe,no,no
2014-08-29 10:16:45,42,male,united states,ca,no,yes,yes,sometimes,6-25,yes,yes,maybe,no,no,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,no,maybe,no
2014-08-29 10:27:15,25,female,united states,or,no,no,no,never,more than 1000,no,yes,yes,yes,yes,yes,maybe,don't know,maybe,no,some of them,yes,maybe,no,yes,no
2014-08-29 10:30:09,19,male,united states,in,no,no,no,sometimes,1-5,no,yes,maybe,not sure,no,no,maybe,don't know,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-29 10:32:24,40,female,united states,ga,no,yes,no,never,100-500,yes,yes,yes,yes,yes,no,maybe,don't know,yes,yes,no,no,no,no,maybe,no
2014-08-29 10:33:45,34,male,united states,in,no,no,no,don't know,more than 1000,no,no,yes,not sure,yes,maybe,maybe,don't know,maybe,maybe,some of them,yes,no,no,maybe,no
2014-08-29 10:38:23,26,male,united states,mn,no,yes,no,don't know,6-25,no,yes,maybe,not sure,no,no,maybe,don't know,no,no,some of them,yes,no,no,yes,no
2014-08-29 10:38:29,31,male,united states,mn,no,yes,yes,rarely,6-25,no,yes,maybe,not sure,maybe,maybe,yes,don't know,no,no,yes,yes,maybe,maybe,yes,no
2014-08-29 10:55:24,40,male,united states,nc,no,yes,no,sometimes,more than 1000,yes,no,yes,not sure,yes,maybe,maybe,don't know,yes,maybe,some of them,some of them,no,maybe,no,no
2014-08-29 10:59:57,31,female,united states,fl,no,yes,yes,often,26-100,no,yes,no,no,no,no,no,very difficult,yes,no,no,no,no,yes,no,yes
2014-08-29 11:01:41,36,male,united states,mn,no,no,no,never,100-500,no,no,maybe,no,no,maybe,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,yes
2014-08-29 11:02:23,35,male,canada,unknown,no,yes,no,sometimes,6-25,yes,yes,no,yes,no,no,maybe,don't know,maybe,no,no,some of them,no,no,maybe,no
2014-08-29 11:04:19,26,male,australia,unknown,no,yes,yes,sometimes,26-100,yes,yes,no,no,no,no,yes,don't know,no,no,yes,yes,no,maybe,yes,no
2014-08-29 11:05:00,44,male,united states,mo,no,no,no,don't know,more than 1000,yes,no,maybe,no,maybe,maybe,yes,don't know,yes,no,some of them,no,no,no,no,no
2014-08-29 11:11:00,34,female,united states,ca,no,no,no,sometimes,1-5,no,yes,no,not sure,no,no,maybe,very easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-29 11:12:22,35,male,united states,or,no,no,no,don't know,6-25,yes,yes,no,no,no,no,maybe,don't know,no,no,no,no,no,no,maybe,no
2014-08-29 11:19:46,28,female,united states,oh,no,yes,yes,sometimes,26-100,yes,yes,maybe,no,no,no,maybe,somewhat easy,yes,no,some of them,some of them,no,maybe,no,no
2014-08-29 11:20:13,33,male,united states,ny,no,no,no,don't know,6-25,yes,yes,yes,no,maybe,yes,yes,don't know,no,no,some of them,yes,no,no,yes,no
2014-08-29 11:20:28,40,male,united states,wi,no,yes,yes,sometimes,more than 1000,yes,yes,yes,yes,no,yes,maybe,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-29 11:20:52,26,male,united states,wa,no,no,yes,sometimes,6-25,no,yes,yes,yes,no,no,yes,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 11:22:46,29,female,united kingdom,unknown,no,no,yes,often,more than 1000,no,no,yes,yes,no,no,maybe,don't know,maybe,no,some of them,no,no,yes,no,yes
2014-08-29 11:23:21,26,female,canada,unknown,no,yes,yes,sometimes,100-500,no,yes,yes,not sure,no,no,yes,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 11:24:48,33,other,italy,unknown,no,yes,yes,sometimes,6-25,no,yes,no,not sure,no,no,maybe,somewhat easy,no,no,some of them,yes,no,no,maybe,no
2014-08-29 11:25:30,28,male,brazil,unknown,no,yes,no,sometimes,100-500,no,yes,no,no,no,no,maybe,somewhat easy,no,no,some of them,some of them,no,no,maybe,yes
2014-08-29 11:27:47,41,male,united states,il,yes,no,yes,often,1-5,yes,no,no,yes,yes,yes,yes,very difficult,no,no,some of them,some of them,no,no,yes,yes
2014-08-29 11:32:22,39,male,united kingdom,unknown,yes,yes,yes,sometimes,1-5,yes,yes,no,yes,yes,yes,yes,somewhat difficult,no,no,yes,yes,no,maybe,yes,yes
2014-08-29 11:32:44,26,female,united states,wa,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,no,no,maybe,don't know,no,no,some of them,yes,no,maybe,no,yes
2014-08-29 11:33:54,23,female,united states,il,no,yes,no,sometimes,26-100,no,no,no,no,no,no,maybe,somewhat difficult,yes,no,no,some of them,no,maybe,no,no
2014-08-29 11:34:07,35,male,switzerland,unknown,no,yes,yes,often,more than 1000,no,yes,maybe,not sure,no,no,yes,very easy,no,no,some of them,some of them,no,maybe,no,no
2014-08-29 11:36:38,36,male,united states,fl,no,no,no,never,1-5,yes,yes,maybe,not sure,maybe,maybe,maybe,very easy,no,no,some of them,some of them,no,no,maybe,no
2014-08-29 11:39:33,42,male,united states,tn,no,no,no,rarely,more than 1000,no,no,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,no,no,maybe,no,no
2014-08-29 11:40:29,39,male,united states,wa,no,yes,yes,sometimes,500-1000,no,yes,yes,yes,no,maybe,yes,very easy,no,no,some of them,yes,no,no,yes,no
2014-08-29 11:43:12,27,male,united states,ca,no,no,no,never,6-25,no,yes,maybe,no,no,maybe,maybe,don't know,maybe,no,some of them,yes,maybe,maybe,maybe,no
2014-08-29 11:44:33,33,male,united states,fl,yes,no,no,never,6-25,yes,yes,maybe,no,no,no,no,very easy,maybe,no,some of them,yes,no,maybe,yes,no
2014-08-29 11:46:27,31,male,canada,unknown,no,yes,yes,often,more than 1000,no,yes,yes,not sure,maybe,maybe,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 11:53:59,28,female,united states,or,no,no,yes,rarely,6-25,no,yes,yes,yes,maybe,yes,yes,very easy,no,no,some of them,some of them,no,yes,maybe,no
2014-08-29 11:54:38,29,female,united states,nj,no,no,yes,often,more than 1000,yes,no,yes,no,no,no,maybe,somewhat easy,no,no,some of them,yes,maybe,maybe,maybe,no
2014-08-29 11:56:18,27,male,united states,ca,no,no,yes,sometimes,100-500,no,yes,maybe,not sure,no,no,yes,very difficult,maybe,no,some of them,no,no,maybe,no,no
2014-08-29 12:00:33,44,male,united states,fl,yes,no,no,never,1-5,yes,yes,maybe,no,no,no,yes,somewhat difficult,no,no,no,no,no,no,maybe,no
2014-08-29 12:08:12,25,male,united states,ut,no,no,yes,often,6-25,yes,yes,maybe,no,no,no,maybe,somewhat easy,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 12:15:57,24,male,germany,unknown,no,yes,yes,sometimes,6-25,no,yes,no,no,no,no,maybe,somewhat easy,maybe,no,yes,yes,no,no,maybe,no
2014-08-29 12:20:01,25,male,south africa,unknown,no,yes,yes,often,6-25,no,no,maybe,no,no,no,yes,don't know,no,no,some of them,yes,no,maybe,no,yes
2014-08-29 12:26:21,34,male,united states,nj,no,no,no,never,6-25,yes,yes,yes,not sure,maybe,maybe,maybe,somewhat easy,maybe,maybe,no,some of them,no,maybe,maybe,no
2014-08-29 12:27:54,26,male,united states,pa,no,no,no,never,more than 1000,no,no,yes,yes,no,maybe,maybe,somewhat difficult,maybe,no,no,yes,no,no,maybe,no
2014-08-29 12:45:11,48,male,united states,in,no,no,no,never,26-100,no,no,yes,yes,yes,yes,yes,don't know,maybe,no,some of them,yes,no,maybe,maybe,no
2014-08-29 12:48:20,34,male,greece,unknown,no,no,no,don't know,26-100,yes,yes,no,no,no,no,maybe,very difficult,yes,maybe,some of them,no,no,maybe,no,no
2014-08-29 12:54:31,39,female,united states,oh,no,no,yes,sometimes,6-25,yes,yes,no,no,no,no,maybe,don't know,maybe,maybe,some of them,some of them,no,maybe,no,no
2014-08-29 13:17:33,43,male,united states,oh,no,no,no,sometimes,more than 1000,yes,yes,yes,not sure,no,yes,maybe,don't know,maybe,no,no,no,no,no,maybe,no
2014-08-29 13:23:40,41,male,united states,il,no,no,no,rarely,more than 1000,no,yes,yes,yes,yes,yes,maybe,don't know,maybe,maybe,some of them,no,no,no,yes,yes
2014-08-29 13:58:25,25,male,united states,in,no,no,no,never,more than 1000,no,no,maybe,no,no,no,maybe,don't know,no,no,some of them,yes,no,no,maybe,no
2014-08-29 14:04:59,31,male,united states,ca,no,no,yes,sometimes,100-500,no,yes,yes,yes,no,no,maybe,somewhat easy,maybe,no,some of them,no,no,maybe,no,no
2014-08-29 14:09:21,40,male,united states,wa,no,yes,yes,sometimes,more than 1000,no,yes,yes,yes,yes,yes,yes,don't know,yes,yes,no,no,no,maybe,no,yes
2014-08-29 14:31:00,43,male,united states,va,yes,yes,yes,sometimes,1-5,yes,yes,yes,not sure,no,maybe,maybe,don't know,maybe,maybe,some of them,some of them,no,maybe,maybe,no
2014-08-29 14:51:49,27,female,united states,wa,no,yes,yes,often,more than 1000,no,yes,yes,yes,yes,yes,yes,very difficult,maybe,no,yes,some of them,no,maybe,no,yes
2014-08-29 14:59:43,37,female,united states,nj,no,yes,yes,sometimes,26-100,yes,yes,yes,yes,no,maybe,maybe,don't know,yes,maybe,no,no,no,maybe,maybe,no
2014-08-29 15:10:39,32,male,netherlands,unknown,yes,no,yes,sometimes,1-5,no,yes,no,no,no,no,yes,very difficult,maybe,no,some of them,yes,no,maybe,no,no
2014-08-29 15:59:55,25,male,united states,ut,no,yes,yes,often,1-5,no,yes,no,yes,no,no,yes,very easy,maybe,no,yes,yes,no,maybe,no,no
2014-08-29 16:07:05,29,male,netherlands,unknown,no,yes,yes,often,1-5,no,yes,maybe,not sure,maybe,yes,maybe,very difficult,no,maybe,yes,yes,maybe,no,yes,no
2014-08-29 16:17:32,30,female,united states,tn,no,yes,yes,often,more than 1000,no,no,yes,no,no,no,maybe,somewhat difficult,yes,no,no,no,no,maybe,no,no
2014-08-29 16:21:16,34,female,canada,unknown,no,yes,yes,often,26-100,no,no,maybe,no,yes,maybe,maybe,somewhat easy,no,no,some of them,some of them,no,no,yes,no
2014-08-29 16:30:50,32,male,united kingdom,unknown,no,yes,yes,sometimes,1-5,no,no,yes,yes,yes,yes,yes,somewhat easy,maybe,maybe,some of them,some of them,no,maybe,no,no
2014-08-29 16:50:08,37,male,germany,unknown,no,no,no,don't know,6-25,no,yes,maybe,no,no,no,yes,very easy,no,no,yes,yes,maybe,maybe,yes,no
2014-08-29 16:51:31,41,male,germany,unknown,no,no,yes,sometimes,more than 1000,no,yes,maybe,no,no,no,maybe,somewhat difficult,no,no,yes,yes,no,no,yes,no
2014-08-29 16:56:06,38,male,united states,in,no,yes,no,never,more than 1000,no,no,yes,not sure,yes,yes,maybe,don't know,yes,maybe,some of them,no,no,no,no,no
2014-08-29 17:04:07,32,male,united states,in,no,no,yes,sometimes,26-100,no,yes,yes,yes,yes,maybe,yes,don't know,no,no,some of them,yes,no,maybe,maybe,no
2014-08-29 17:04:12,28,female,united states,ca,no,yes,yes,sometimes,100-500,no,yes,yes,yes,maybe,maybe,maybe,don't know,maybe,no,some of them,some of them,no,no,yes,no
2014-08-29 17:26:15,11,male,united states,oh,yes,no,no,never,1-5,yes,yes,no,yes,no,no,yes,very easy,no,no,some of them,some of them,no,maybe,yes,no
2014-08-29 17:32:31,43,male,united states,tx,no,yes,no,never,100-500,no,no,yes,yes,no,maybe,maybe,somewhat easy,maybe,no,some of them,some of them,no,maybe,no,no
2014-08-29 17:35:16,32,male,united states,tn,no,yes,yes,often,100-500,no,yes,no,yes,no,no,maybe,very difficult,yes,no,yes,yes,no,yes,no,no
2014-08-29 17:54:32,25,male,united states,wa,no,no,yes,sometimes,more than 1000,no,yes,yes,yes,yes,maybe,yes,don't know,yes,no,no,no,no,no,yes,no
2014-08-29 18:33:32,37,male,united states,ut,no,no,yes,sometimes,100-500,no,yes,yes,no,no,yes,yes,very easy,no,no,no,yes,no,no,yes,no
2014-08-29 18:39:07,36,male,united states,al,yes,no,yes,sometimes,1-5,no,no,no,yes,no,no,no,very difficult,no,no,no,no,no,no,no,yes
2014-08-29 19:32:13,24,male,united states,wi,no,yes,yes,rarely,6-25,yes,yes,maybe,no,no,no,maybe,very easy,no,no,yes,yes,maybe,yes,yes,no
2014-08-29 19:34:40,40,male,united states,wa,no,yes,yes,sometimes,more than 1000,no,yes,yes,not sure,yes,maybe,maybe,somewhat difficult,maybe,no,some of them,some of them,no,maybe,maybe,yes
2014-08-29 20:53:09,29,male,united states,wi,no,no,no,don't know,more than 1000,no,no,maybe,not sure,yes,maybe,yes,somewhat easy,no,no,some of them,yes,no,maybe,yes,no
2014-08-29 20:53:58,43,male,united states,ny,no,no,no,never,500-1000,no,yes,maybe,no,no,maybe,maybe,don't know,no,no,yes,some of them,no,no,yes,no
2014-08-29 21:26:44,29,male,united states,ny,no,no,no,don't know,6-25,yes,yes,yes,not sure,no,yes,maybe,don't know,maybe,no,some of them,yes,maybe,yes,maybe,no
2014-08-29 21:28:14,26,male,united states,oh,no,yes,no,sometimes,100-500,no,yes,maybe,not sure,no,no,maybe,don't know,maybe,no,some of them,no,no,maybe,maybe,no
2014-08-29 21:40:26,33,female,canada,unknown,yes,yes,yes,often,1-5,yes,yes,no,yes,no,no,no,very difficult,yes,yes,no,no,no,maybe,no,yes
2014-08-29 22:08:51,35,female,united states,wa,no,yes,no,sometimes,6-25,yes,yes,maybe,no,no,no,maybe,somewhat easy,no,no,yes,some of them,no,no,yes,no
2014-08-29 23:51:01,45,male,united states,ca,no,no,no,never,6-25,yes,yes,yes,no,no,no,maybe,don't know,yes,maybe,some of them,no,no,maybe,maybe,no
2014-08-30 00:09:55,25,male,united states,sc,no,no,yes,rarely,6-25,yes,yes,no,yes,no,maybe,maybe,somewhat easy,maybe,no,no,some of them,no,maybe,maybe,no
2014-08-30 03:55:19,50,male,france,unknown,yes,no,yes,sometimes,26-100,yes,yes,no,no,no,no,maybe,don't know,maybe,maybe,some of them,yes,no,no,maybe,no
2014-08-30 05:05:44,26,male,australia,unknown,no,yes,yes,rarely,26-100,no,yes,no,no,maybe,maybe,maybe,very easy,no,no,yes,yes,maybe,yes,yes,no
2014-08-30 05:47:08,33,female,united states,ca,no,no,yes,often,more than 1000,no,yes,yes,yes,maybe,maybe,maybe,don't know,yes,no,no,no,no,maybe,maybe,no
2014-08-30 06:48:28,30,male,india,unknown,no,no,no,often,6-25,no,yes,no,no,no,no,no,very easy,maybe,maybe,some of them,some of them,maybe,maybe,maybe,no
2014-08-30 07:31:05,33,male,croatia,unknown,no,yes,yes,sometimes,6-25,yes,yes,yes,yes,no,maybe,yes,very easy,no,no,some of them,yes,maybe,maybe,yes,no
2014-08-30 11:48:52,29,male,france,unknown,no,no,yes,often,6-25,no,yes,yes,no,no,no,yes,somewhat easy,maybe,maybe,yes,some of them,no,yes,no,no
2014-08-30 12:35:06,37,male,germany,unknown,no,no,no,don't know,6-25,yes,yes,no,not sure,no,no,maybe,don't know,maybe,no,some of them,no,maybe,yes,maybe,no
2014-08-30 13:23:57,25,male,united states,mn,no,yes,yes,sometimes,1-5,yes,yes,maybe,no,maybe,maybe,maybe,very easy,no,no,yes,yes,maybe,yes,maybe,no
2014-08-30 13:48:34,40,male,united states,wa,no,no,no,don't know,more than 1000,no,no,yes,not sure,maybe,maybe,maybe,somewhat easy,maybe,no,some of them,some of them,no,maybe,maybe,no
2014-08-30 13:55:45,24,male,canada,unknown,no,no,no,sometimes,26-100,no,yes,yes,yes,no,no,yes,don't know,maybe,no,no,no,no,maybe,maybe,yes
